Tweet_lemmatized
"['scarysari', 'day', 'reminded', 'funny']"
"['fallingmara', 'modern', 'day', 'business', 'card']"
"['listenbts', 'tweet', 'funny']"
"['jsmiff', 'towel', 'twitter', 'toppled']"
"['scarleturma', 'love', 'photog', 'skill', 'twitter', 'living', 'legend']"
"['nicoxw', 'fire', 'tweet']"
"['abelardovrc', 'reply', 'directly', 'tweet']"
"['bunnykooks', 'crazy', 'tweet']"
"['saberspark', 'reliable', 'trusted']"
"['jontronshow', 'twitter', 'long', 'poem']"
"['xfxpresx', 'creative', 'queen']"
"['whitcombailey', 'made', 'impressive']"
"['fkadeya', 'frens', 'forever', '🥰']"
"['megkmag', 'true', 'selfdiscipline']"
"['hannahlouisef', 'priority', 'line']"
"['jazzinmypants', 'understand', 'support']"
"['saliceroseee', 'bedtime', 'story']"
"['verytiredkat', 'bookmarking']"
"['alexandriarice', '🤓']"
['mstiefvater']
"['rachmeetsworld', 'support']"
"['feeiys', 'friday']"
"['joezimmerman', 'day']"
"['hitrecordjoe', 'brain']"
"['samsykesswears', 'twitter', 'gt']"
"['sureokae', 'imagine', 'convo', 'fish', 'tube', 'reference']"
"['minibubbly', 'clean', 'tweet']"
"['jameskavanagh', 'razzle', 'dazzle']"
['jonathanmartinz']
"['spanishcvndy', 'love', 'spice', 'girl', 'song']"
"['ahemdanvers', 'skskskskannaoopannaoop']"
"['bramble', 'teddy', 'forever']"
"['damitheog', 'sound', 'crazy', 'twitter']"
"['aebxo', 'real']"
"['supershayne', 'draft', 'dump']"
"['winterrae', 'mutuals']"
['classicbucky']
"['notviking', 'expert', 'level']"
"['rosecolorboy', 'mutual', 'follow', 'coming', 'handy']"
"['kennybeats', 'httpstcouxbwdeden']"
"['lvlynj', 'touchdown', 'dance', 'tweet']"
"['emeertw', 'twitter']"
"['princesscierra', 'learning']"
"['anafabregagood', 'solid', 'checklist']"
"['kaufmanaudrey', 'love', 'brilliant', 'viral', 'tweet']"
"['aroach', 'twitter', 'free', 'freeing']"
"['rt', 'twittersupport', 'unwanted', 'message', 'testing', 'filter', 'dm', 'request', 'sight', 'mind', 'ht…']"
"['marabajado', 'tweet', 'target', 'audience']"
"['hadexoxox', 'mute', 'boyfriend', 'girlfriend', 'bf', 'gf', 'partner', 'anniversary', 'proposed', 'engaged', 'husband', 'wife', 'wedding', 'forever']"
"['syzwni', 'scroll', '', 'page', 'studied']"
"['yosherax', 'timeline']"
"['nocontextdm', 'happened', 'hummus']"
"['moristiko', 'mute', 'mute', 'mute']"
"['billyeichner', 'prince', 'eric', 'toilet', 'throne']"
"['jonnysun', 'time']"
"['rt', 'andmrls', 'explaining', 'twitter', 'humor', 'friend', 'twitter', 'httpstcouzprzszp']"
"['emily', 'twenty', 'twitter', 'looked', 'httpstcoaovdywdwse']"
"['taehyuungpage', 'btstwt', 'v']"
['blackhxrmony']
['itsdeyajustdeya']
['kimkajnr']
"['cupsofchaii', 'shoutout', 'sharing']"
"['tunelisha', 'appreciating']"
"['husseinsafeway', 'gotchu', 'gotchu']"
"['namjinschild', 'taehyung']"
"['honeyistasty', 'mission', 'accomplished']"
"['appreciation', 'tweet', '🙏']"
"['gracehelbig', 'elliottcmorgan', 'goose', 'draft']"
"['ayyeechristian', 'wemetontwitter']"
"['mikeycobban', 'airhorn']"
"['thankunext', 'faith', 'find', 'smart', 'toilet', 'tweet']"
['dustinkcouch']
"['soul', 'searching', 'hard', 'dm', 'searching', 'easy', 'ahead', 'dm', 'search', 'bar', 'testing', 'io', 'a…', 'httpstcoyctvjxji']"
"['waqaramjad', '', 'month', 'early']"
"['isrtyle', 'thing', 'cake']"
"['bearguyp', 'bookmark', 'birthday']"
"['christosfanuel', '🎁']"
"['karyntingz', 'cup']"
"['usofaisha', 'kind']"
"['keshhh', 'cheer']"
"['zaphyrea', 'fashionably']"
"['dy', 'read', 'tweet', 'tomorrow']"
"['bensatechguy', 'knew', 'tweet', '\n\nhttpstcoqhopsrtpna']"
"['gutiniao', 'leo']"
"['chromaanimator', 'bought', 'trick', 'candle']"
"['gagkarna', '']"
"['fenttay', 'didnt', 'birthday', 'message', 'lost', 'year', 'wish']"
"['patrickgq', 'put']"
"['taylorcapitano', 'allowed', 'celebrate', 'month', 'rule']"
"['cyrusnahni', 'late']"
"['eliasmcfc', 'party', 'started', 'early']"
"['debruyneclazz', 'world']"
"['itscarbos', 'today']"
"['billiesrights', '🎂']"
"['happy', 'birthday']"
"['andylassner', 'replying', 'soldritty']"
"['someone’s', 'phone', 'theater', 'presentation', 'movie', 'person…', 'httpstcobtsiktvc']"
['bestydevos']
"['jerrypleasure', 'forward']"
"['lacazest', '🏆']"
"['kiiledbydeath', 'icon']"
"['picshs', 'forget', 'braid']"
"['crawfordcollins', 'cheering']"
"['jakewebber', 'deserves', 'like']"
"['trishamann', '💙']"
"['bigtucsondad', 'upset']"
"['kidzwithbugz', 'reason', 'apologize']"
"['daddysaurusflex', 'true', 'love', 'sharing', 'tweet']"
"['littletunny', 'peak', 'backtoschool', 'content']"
"['snailkook', 'book']"
['aestheticnibba']
"['arinextdoor', 'teambuilding', 'exercise']"
"['toddbarry', 'waiting']"
"['brandyljensen', 'salmon', 'cannon', 'begs', 'differ']"
"['aaliyahmendess', 'volume', 'up\n\nvolume']"
"['dallonweekes', 'changing', 'world', 'tweet', 'time']"
"['bordie', 'open', 'tab', 'like\nhttpstcofhipxozbdo\nhttpstcofhipxozbdo\nhttpstcofhipxozbdo']"
"['fazeadapt', 'proud', 'funnieyst']"
"['kennedywalsh', 'written', 'contract', 'basically']"
"['professorbroman', 'woah', 'imagine']"
"['kurtisconner', 'tweet', 'kurtis']"
"['arisbubbly', 'teach', 'teacher']"
['ilykeagan']
"['therealsyakir', 'whats', 'fight']"
"['lizbissonette', 'soundtrack', 'dance', 'tweet', 'forevermore']"
"['mannymua', 'tweeted', 'existence', '💙']"
"['yobisssh', 'reason']"
"['matthwatson', 'scream']"
"['joehill', 'good', 'hold', 'time']"
"['mrstyler', 'poetry']"
"['humanityslamest', 'zeke', 'twitter']"
"['barbiefobia', '💙']"
"['snakehugz', 'clown']"
"['hormonaljimin', 'good']"
['joelexplicit']
"['aphrodija', 'night']"
"['bewilderberry', 'pure', '💙']"
"['tynaets', 'wemetontwitter', 'thing']"
"['theorygurl', 'personal', 'news', 'tweet']"
"['ronjichardson', 'lefty']"
"['nottzak', 'communicating', 'feeling']"
"['thisdudejordanf', 'bhadbhabie', 'hate', 'break', 'jordan', 'happening']"
"['demiburnett', 'twitter', 'paradise']"
"['indeprive', 'diary']"
"['emayfarris', 'dm']"
"['notification', 'mustfollows', 'notification', 'reply', 'to…', 'httpstcodthvael']"
"['graciefell', 'twitter', 'power', 'couple']"
"['olaoluphemy', 'tunnel', 'real']"
"['anijahboyd', 'conversation']"
"['lilpapivoni', 'tweet', 'funnier', 'half', 'asleep']"
"['apandah', 'strategy']"
"['haaniyah', 'wrote']"
"['kernetcetera', 'georgekapaklis', 'emilyxwade', 'seanhub', 'lanasfilmbitch', 'love', 'tweetup']"
"['yukitheswiftie', 'largereputation', '', 'ltb', 'let', 'tweet', 'btch']"
"['tiffssyy', 'happening']"
"['raxkingisdead', 'felt']"
"['rt', 'tiffssyy', 'happening', 'twitter', '👀👀👀\n\nsino', 'nasa', 'state', 'track', 'billboard', 'lmao', 'httpstcoejwhplwtu']"
"['thejosea', 'powerful']"
"['linkcalhoun', 'stressful', '', 'second', 'tweeting']"
"['jeonglows', 'twitter', 'culinary', 'school', 'jungkook']"
"['leftatlondon', 'angel', 'start', 'wingshare', 'company']"
"['fredbarton', 'youd', 'correct']"
"['laurababiuk', 'made', 'sister']"
"['fabbygrrl', 'cmclymer', 'happen', 'arent', 'selfies']"
"['codypardy', 'famous']"
"['cmclymer', 'apologize', 'fabulousness']"
"['operacodester', 'columbus', 'circle', 'good']"
"['rt', 'cmclymer', 'pretty', 'cool', 'apology', 'folk', 'overwhelmed', 'fabulousness', '🥰\n\nthanks', 'twitter', 'httpstco…']"
"['dblacson', 'calculator']"
"['astarkutah', 'slcbass', '👏👏\n\nbut', 'send', 'request', 'neal']"
"['checkersrallys', 'szn', 'wrong']"
"['mattnavarra', 'austinonsocial', '😘']"
['dreadnstyn']
"['noi', 'summer', 'reading', 'math']"
"['eliasmcfc', 'math']"
"['raampreviously', 'correct', 'correct']"
"['ssstrumy', '']"
"['malikofori', 'love', 'confidence']"
"['lindaclynk', 'also\n\nplease\nerase\nmy\ndrafts\nat', '\nsunset']"
"['iamsb', 'party']"
"['rodmagaru', 'extra', 'point', 'awarded', 'showing', 'work']"
"['elsiekfisher', 'pemdas', 'queen']"
"['lionelizer', 'mind', 'fresh']"
"['peterpentz', 'siri', 'show', 'work']"
"['coschrome', 'tweeted', 'twitter', 'ti', 'titanium', 'graphing', 'calculator']"
"['cmxj', 'close', 'tho']"
"['con', '²x÷x', 'beef', 'taco']"
"['vivianisrad', 'extra', 'credit']"
['²x÷x']
"['gezusadam', 'dm']"
"['ludwigahgren', 'ate', '🥭']"
"['ashleyj', 'kid']"
"['rt', 'internationeiie', 'balance', 'like', 'retweets', '\ndont', 'ruin', 'httpstcoqdtastvgr']"
"['lunajess', 'httpstcoukgbgtjuo']"
"['chroo', 'employed', 'twitter', 'changing', 'schedule']"
"['kalaniballfree', 'round']"
"['iittieviolences', 'itfollowsitfits', 'support']"
"['mashoto', 'tweeting']"
"['yungbabytate', 'tweet', 'considered', 'httpstcouikrfhqyxu']"
"['austinnotduncan', 'tweet', 'hand']"
"['jinshka', 'bold', 'choice']"
"['clairecstern', 'meta', 'feel']"
"['bosta', 'truth', 'spilled']"
"['agility', 'pepper']"
"['shrekistruegod', 'ah', 'tweet', 'movie']"
"['chromaticloud', 'thankunext', 'freedorothy']"
"['volqx', 'full', 'bookmark']"
"['jadenhossler', 'dang']"
"['petertears', 'thought', 'stop', 'mii', 'mom']"
"['weeklychris', 'aesthetic', 'perfect', 'model']"
"['messiqueunciub', 'people', '🤨']"
"['tittyboytellin', 'leave', 'coffee', 'shop', 'wall']"
"['curiosothegreat', 'love', 'tweet', 'resurfacing']"
"['jkstaetae', 'super', 'confused', 'change', '']"
"['godlysiut', 'gotta', 'gotta']"
"['hsvintagecurls', 'wrote', '👀']"
"['rhymeswithtina', 'ended', 'bare', 'minimum', 'twitter', 'tweet']"
['httpluigie']
"['girlmeetsevll', 'tweet', 'signed', 'miss', 'yoongi']"
"['vrunt', 'make', 'sense']"
"['scoopsohboy', 'love', 'forever']"
"['countinstars', 'proof', 'finding', 'good', 'good', 'content']"
"['gomolemo', 'thing', 'love', 'disappears']"
"['mrmanhere', 'twitter', 'humor', 'unmatched']"
"['quackityhq', 'reply', 'rated', 'pg']"
"['wrongrogers', 'conversation', 'people']"
"['astrelogy', 'happy', 'wemetontwitter', 'anniversary']"
"['wontactmyage', 'h', '']"
"['angeliicamdc', 'deleting', 'someone', 'number', 'today']"
"['dunevillenuve', 'squeezing']"
"['theofluffycat', 'random']"
"['twittersports', 'mkobach', 'brilewerke', 'granted', 'amp', 'valid', '', 'hour', '😉']"
"['jacobwhitesides', 'early', 'bird', 'tweet']"
"['gemmadlt', 'love', '', 'grandad']"
"['denzeldion', 'growing', 'tweet']"
"['hlding', 'hug']"
"['imallexx', 'laughing', 'hard']"
"['glowgray', 'missed', 'friend']"
"['nicvisuals', 'fault', 'funny']"
"['solelunastro', '🤧']"
"['', 'positively', 'positive']"
"['imanjudeh', 'sip', 'breathe', 'tweet', 'repeat']"
['joebgrech']
"['voxcinemas', 'wouldnt', 'miss', 'farewell']"
"['mochichimchimuu', 'breathe', 'ear']"
"['solongrichard', 'smile', 'walk']"
"['jakeswrites', 'twitter', 'twitter']"
"['iamshoeb', '👀']"
['breather']
"['rt', 'hbcufessions', '“i’m', 'bed', 'early', 'tonight”\n\nme', 'twitter', '', 'httpstconezqmxcw']"
"['rt', 'jacobotweets', 'omg', 'carrot', 'famous', '🥕🥕', 'httpstcodildgcz']"
"['imyourdensity', 'teammate', '🤝']"
"['mrwonderful', 'screenshotted', 'tweet', 'wore']"
"['polaroidsljp', 'trick', 'treat', 'people', 'kindness', 'didnt', 'cut']"
['xlilhuddy']
"['hbcufessions', 'opened', 'closed', 'real']"
"['officialudiboy', 'removed', 'door']"
"['fairlyboca', 'add', 'tweet', 'thread', 'httpstcoltzfwcee']"
"['crawfordcollins', 'good', 'goal']"
"['chuuyacuit', 'like', 'step', 'friendship']"
"['bambinobecky', 'hard']"
"['syedmeng', 'sco', 'pa', 'tu', 'manaaing', 'sco', 'pa', 'tu', 'manaa']"
"['elijahdaniel', 'voice', 'tweet']"
"['daintyvioiet', 'confidence', 'key']"
"['demetriusharmon', 'real', 'friend']"
"['rollajabi', 'read', 'writing', 'wrote', 'tweet']"
"['brckhmptno', 'crush', 'tweet', 'famous', '👀']"
"['garyfromteenmom', 'twitter', 'famous', 'gt', 'subway', 'famous']"
"['mellarisya', 'dream', 'made']"
"['brckhmptno', 'close']"
"['katlynjoi', 'kaylamye']"
"['sharkpizza', 'promise', 'read', 'year']"
"['thefinalcutting', 'duality', 'tweeter']"
['nkunahleketani']
"['dioconejito', 'asks', 'tweeting', 'help', 'productivity']"
"['caitiedelaney', 'make', 'mistake', 'day']"
"['jonmatteson', 'cinematic', 'parallel', 'httpstcotpjxtuy']"
['javeigh']
"['lilsamsquanch', 'tweet', 'direction', 'plane', 'fly']"
"['hahem', 'scroll', 'sip', 'iced', 'coffee']"
"['beatonna', 'whats', 'happening']"
"['mhassim', 'introduce']"
"['xplorers', 'learn']"
"['manunitedmedia', 'bedtime']"
"['icychungha', 'yall', 'start', 'remembering', 'parenthesis']"
"['tylerwoodwardx', 'key', 'calculator']"
"['tareqhw', 'thing']"
"['ayevalee', 'whatcha']"
"['arlanakordei', 'con', 'ver', 'sation', 'gtgtgt']"
"['needyshobi', '💙']"
"['mayapologies', 'sco', 'pa', 'tu', 'mana', 'jazz', 'remix']"
"['ghostofthor', 'chose', 'mutuals']"
"['kyungcentrate', 'work', 'work']"
"['kevinbc', 'tweet', 'woman', 'married']"
"['shannondorf', 'renewed', 'future', 'season']"
"['alexhouseof', 'walk', 'straight', 'mute', 'feature']"
"['kaylamye', 'proof', 'tweet']"
"['chripotle', 'giving', 'deserve']"
"['hanthompsonxo', 'sf', 'baby']"
"['smartasschef', 'seller', 'list']"
"['chylerschafer', 'life', 'good']"
"['glowgray', 'bffs']"
"['fvllsxn', 'scale', '', '']"
"['taesgrant', 'mom', 'twitter', 'thing']"
"['yourmusicwhore', 'faith', 'tweet']"
"['thearchermp', '🤗']"
"['rt', 'drsweets', 'reading', 'late', 'httpstcogtjoayece']"
"['rt', 'sarahcpr', 'y’all', 'famous', 'httpstcodkulvza']"
"['irwinsbabylon', 'real', 'remember', 'part', '']"
"['keigeyama', 'ride', 'dy', 'literally', 'ride', 'dy']"
"['britsznn', 'wanted', 'include']"
"['entralada', 'comfort', 'troubling', 'time']"
"['miniladdd', 'pov', 'reading', 'reply']"
['jhopesgalaxy']
"['alpharadtv', 'magic', 'tweet']"
"['girlwithatail', 'fair', 'tweet', 'peekaboo']"
"['btstysm', 'people', 'stop', 'opinion']"
"['sirhurizzel', 'hype', 'twitter', 'mutuals']"
"['kaceymusgraves', 'let', 'hope', 'nana', 'mute', 'word', 'shower']"
"['vinnybrack', 'tweet', 'hitting']"
"['tarayummy', 'yall']"
"['rt', 'twittermusic', 'town', 'road', 'remix', 'httpstcoaazvbenx']"
"['lilbreezyvert', 'solidifies', 'friendship']"
"['simuliu', 'dayasriggs', 'smash', 'mirror']"
"['taiwookesiji', 'sharedstudios', 'tweetups', 'location', 'lagos', 'freedom', 'park']"
"['rt', 'kuro', 'いつもより出てくるtwitterの誕生日祝い', 'httpstcokyxudwtxq']"
"['daynahsingh', 'sharedstudios', '💙💙💙']"
"['babyczk', 'start', 'dming', 'funny', 'tweet', 'easy']"
"['kenxkenma', 'fate']"
"['steakpresident', 'build', 'friendship']"
"['ellorysmith', 'growing']"
"['seanclements', 'real', 'life', 'feeling']"
"['princehix', 'wait', 'listen', 'music', 'tweet', 'time']"
"['nwalks', 'mhmmm']"
"['utktheinc', 'met', 'tweet', 'meta']"
"['shawnmupdates', 'putting', 'timeline']"
"['andrearussett', 'colbybrock']"
"['crgonzalez', 'sharedstudios', 'abbot', 'kinney', 'brig']"
"['jqudri', 'wait', '']"
"['hiitaylorlynn', 'varsity', 'letter']"
"['stevstiffler', 'playing', 'loop']"
"['samanthaaareece', 'serve']"
"['mickeastcoast', 'thread', 'told', 'experience', 'nature']"
"['holyschnitt', 'ghost', 'hiding', 'corner']"
"['timthetatman', 'direction']"
"['rt', 'lilnasx', 'twitter', 'headquarters', 'replacing', 'jack', 'day', 'nae', 'nae', 'risk', 'fo…']"
"['eggroli', 'dm']"
"['jazzinmypants', 'bought', 'store', 'httpstcolzuqng']"
['alexhirsch']
"['shanemadej', 'hope', 'trash']"
"['mikenaran', 'endorsed']"
"['anxietae', 'goodness', 'he', 'answer', 'question']"
"['babybybangtan', 'fake', 'fan']"
"['demieav', 'tweet', 'loud']"
"['elsiekfisher', 'twitter', 'literally', 'stan', 'twitter']"
"['soyaribond', 'sharedstudios', 'fcarmona', '🌮', 'great', 'connector']"
"['kermitspermit', 'add', 'bookmark']"
['munozjpl']
"['dovlomir', '😎']"
"['eagleyez', 'everyones', 'enrolled', 'online', 'class']"
"['barrytweets', 'grammar']"
"['sedrickavenue', 'thread']"
"['lexburnett', 'loose', 'lose']"
"['notevenepic', 'stay', 'tuned']"
"['greedyforjimin', 'side', 'hustle']"
['checkersrallys']
"['rosek', 'httpstcoepcwmihmby']"
"['alanzaniewski', 'httpstcohljfbsuse']"
"['', 'owns', 'it\nit’s', '', 'is\n\nit’s', 'easy\n\n💙', 'twitter']"
"['alaiawilliams', 'pfont', '💙', 'make', 'happen', 'join', 'tweetups', 'abbot', 'kinney']"
"['nolabeth', 'naithanjones', 'jaimeprimak', 'elizluke', 'richantoniello', 'ncb', 'dewayneperkins', 'roywoodjr', 'marysierra…', 'httpstcojnpjptqv']"
"['dphillips', 'yes\n\nhttpstcolvxxqli']"
"['', 'day', '', 'city', 'virtual', 'tweetups', 'happening', 'world', 'join', 'follow', 'convo…', 'httpstcoegbwvrh']"
"['rosepark', 'wemetontwitter', 'forever']"
"['arianasforces', '', 'close', 'app\n', '', 'httpstcozfmwbery']"
"['birdpaladin', 'amount', 'control', 'unheard']"
"['theteniiola', 'timeline']"
"['zninetales', 'meant', 'hot', 'girl', 'summer']"
"['debrxyne', 'wordplay', 'funnier', 'confusing']"
"['christosfanuel', 'single', 'single']"
"['jeyjeygardi', 'fuhgeddaboudit']"
['chillbrock']
"['valsreactor', 'dead', 'he', 'hero']"
"['rt', 'neelofa', 'good', 'morning', 'fact', 'twitter', 'stand', '‘typing', 'im', 'thinking', 'reading', '😄']"
"['crahckhead', 'hit']"
"['eliminatemusic', 'spell']"
"['itssamcollins', 'wemetontwitter', 'success', 'story']"
"['zerosuitkirby', 'move', 'fast']"
"['barrieseppings', 'wait', 'chocolate', 'bar', 'talking', 'finally', 'find', 'tweet', 'httpstcokjjafmnd']"
"['herpinky', 'gotta', 'full', 'reduce', 'white', 'point', 'crowded', 'auditorium']"
"['nifmuhammad', 'feel', 'httpstcobgfptmoq']"
"['woolovebot', 'mom', 'trust']"
"['avrtonp', 'imprinting']"
"['chanel', 'educated']"
"['chaseiyons', 'city', 'girl', 'summer']"
"['caucasianjames', 'hand', 'rose', 'dm']"
"['hsftheaven', '']"
"['kayytam', 'dm', 'staying', 'booked', 'busy']"
"['decide', 'retweet', 'retweet', 'comment']"
"['burgerking', 'httpstcowvzojcoq']"
"['runrobertson', 'wavelength']"
"['thomasbeautyy', 'consult', 'astrologer', 'twitter']"
"['colliscool', 'powerful']"
"['holywtd', 'read', 'morning']"
"['jerrypleasure', 'add', 'thread', 'bookmark', 'whats', 'good']"
"['crawfordcollins', 'thinking', 'good', 'thought']"
"['kaylarwill', 'gotta', 'throw', 'thing']"
"['dianasilvers', 'real', 'recognize', 'real']"
"['countonvic', 'tragic', 'flaw']"
"['met', 'twitter', 'meet', 'meet']"
"['jaeminpic', 'httpstcotpjxtuy']"
"['bengalimamacita', 'groom', 'family']"
"['balencihoya', 'timeline', 'literally', '\n🔥', 's\n🔥', 's\n🔥', 's\n🔥', 'm\n🔥']"
"['jmxzs', 'couldnt', 'amazing', 'setup', 'tweet']"
"['thebgaz', 'grass', 'greener', 'rose', 'redder']"
"['daddysgirlt', 'collecting', 'legend', 'status']"
"['skinsgleamin', 'puppy', 'love', 'stronger']"
"['bakbakbakkerr', 'called', 'retweet']"
"['therealdbcoop', 'tyler', 'ya', 'httpstcoitpllpqd']"
"['jeremycshipp', 'pikachu', 'turned', 'chair']"
"['tayallard', 'bookmark']"
"['buttslutmeme', 'brave']"
"['dannyhoyle', 'good', 'game', 'good', 'game']"
"['issalsu', 'sally', 'true']"
"['seungminhugs', 'scream']"
"['icvenasa', 'listen', 'formation']"
"['introxmyg', 'someone', 'gotta', 'make', 'move', 'rid', 'hang', 'energy']"
"['jmxzs', 'louder', 'people', 'back']"
"['nct', 'he', 'baby']"
"['lednek', 'wont', 'year']"
"['joalin', 'giving', 'quick', 'tutorial', 'timeline']"
"['dreamoforgonon', 'area', '']"
"['makeupforwoc', 'legend', 'recognize', 'legend']"
"['kevinmick', 'horrible']"
"['tylerjcameron', 'giving', 'today', 'thanksgiving']"
"['ready', 'dm', 'tweet', 'faster', 'rolling', 'io', 'today']"
"['jonvinyl', 'wait', 'profile', 'pic']"
"['mzoladoyin', 'proceed', 'carefully', 'sarcasm', 'water']"
"['evettexo', 'morning', 'arent', 'bad', 'start']"
"['ultragloss', 'smooth', 'talkin', 'rockin']"
"['worldwidewob', 'tweet', 'tune', 'sun']"
"['aidieudofia', 'httpstcoeehoxzd']"
"['triviageuk', 'muscle', 'memory']"
"['machaizelli', 'month', 'early', 'area', '', 'late']"
"['testing', 'icon', 'label', 'reply', 'check', 'httpstcocbotzhq']"
"['dazzlingiester', 'good', 'routine']"
"['blackprints', 'person', 'subtweeted', 'read', 'subtweet', 'subtweet', 'place']"
"['sundaebb', 'watch', 'finger', 'send', 'tweet']"
"['simonhypixel', 'compelling']"
"['milohader', 'isaiah', 'mustafa', 'hoping', 'send', 'funny', 'tweet']"
"['rt', 'lilnasx', 'sad', '😣\nwhy', 'medium', 'silent', 'httpstcoldhvtn']"
"['tweetsuave', '💸']"
"['twitersgoodboy', '🤯']"
"['sarfuuuu', '💙']"
"['taylvr', '🚫']"
"['joycrookes', '🔇']"
"['mutualsboca', '🔬➕🧪']"
"['karsynelledge', '👶👶👶👶']"
"['nickineedy', '👑']"
"['iamblobz', '👏']"
"['failedasian', '🤠👽']"
"['nailogical', '👂']"
"['rilakkumamemes', '🔥🕶']"
"['crankthatfrank', '🧠']"
"['denizoziirl', 'meta']"
"['senthilkumar', 'close']"
"['salimzaatar', '🔤']"
"['aurorwin', 'ah', 'simple', 'mi\n🔤', '️⃣️⃣️⃣']"
"['z', '🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤']"
['🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤']
